0	0	28	0.6938775510204082
1	28	24702	0.8855252109786069
2	24702	34114	0.7753177080050262
3	34114	46162	0.7273517566520109
4	46162	52456	0.7901534682962543
5	52456	54092	0.685745840830698
6	54092	61278	0.6722794322293347
7	61278	64030	0.7044564840792321
8	64030	66374	0.687104683805286
9	66374	69270	0.756273179237508
10	69270	69392	0.7145928513840365
11	69392	69410	0.7654320987654322
12	69410	71100	0.7951416266937431
13	71100	81034	0.7249415702727998
14	81034	86188	0.5949549377805425
15	86188	86424	0.7212008043665613
16	86424	108546	0.6551804251494826
17	108546	108976	0.68625202812331
18	108976	120694	0.8363926541227522
19	120694	120856	0.7405883249504648
20	120856	134606	0.8021601639669422
21	134606	139572	0.6121714651170448
22	139572	158656	0.881922719755759
23	158656	160414	0.7795787435561924
24	160414	165738	0.753565076223737
25	165738	165742	0.75
26	165742	170268	0.6697425919746057
27	170268	170274	0.6666666666666667
28	170274	175542	0.7369148780995441
29	175542	185480	0.7243005648909331
30	185480	186124	0.6878303306199606
31	186124	187834	0.7552395608905305
32	187834	187922	0.8507231404958678
33	187922	191050	0.7681808072945625
34	191050	196612	0.8020836282986169
35	196612	203628	0.6988316085468108
final AUROC	0.7592133018822789
