0	0	3652	0.669442066655979
1	3652	7179	0.7760030462200782
2	7179	7313	0.7187467148142936
3	7313	10215	0.7245681924808633
4	10215	11626	0.7234553041744317
5	11626	13581	0.5921520254477312
6	13581	13671	0.7653345745675526
7	13671	13698	0.787636464351003
8	13698	17579	0.891560922628704
9	17579	20547	0.9255423721938357
10	20547	23830	0.8085461357916716
11	23830	27175	0.8335301820798207
12	27175	30343	0.9120401572173872
13	30343	32670	0.9330839781085188
14	32670	34161	0.9257277295828714
15	34161	38011	0.8098790295572194
16	38011	42421	0.7409212183395102
17	42421	44741	0.7903858388727178
final AUPRC	0.7713743519163753
