12053	16175	0.073858
12053	50498	0.050795
12053	68153	0.015299
12053	233549	0.007701
12053	108800	0.003396
12053	100042922	0.007456
12053	12640	0.008111
12053	18972	0.072986
12053	224273	0.002449
12053	67178	0.002619
12053	13713	0.029299
12053	226866	0.019435
12053	238690	0.009419
12053	68310	0.003726
12053	78903	0.037422
12053	21789	0.012793
12053	11461	0.078302
12053	13427	0.018723
12053	71147	0.009082
12053	232156	0.040362
12053	16859	0.017515
12053	22330	0.005342
12053	69288	0.013542
12053	17341	0.000480
12053	65221	0.098015
12053	13629	0.027289
12053	12475	0.081731
12053	108011	0.007672
12053	259106	0.007462
12053	216177	0.023665
12053	19261	0.080339
12053	434197	0.005591
12053	18792	0.031131
12053	66705	0.002257
12053	207839	0.007771
12053	22704	0.018197
12053	381544	0.013711
12053	668039	0.007900
12053	83430	0.029239
12053	50880	0.012575
12053	67338	0.014657
12053	242083	0.019489
12053	71983	0.018552
12053	195522	0.022081
12053	13710	0.005459
12053	231885	0.002229
12053	75608	0.007911
12053	19023	0.000460
12053	14225	0.000102
12053	73205	0.015269
12053	231863	0.037597
12053	76132	0.017655
12053	258750	0.006301
12053	105522	0.018506
12053	51902	0.002899
12053	433386	0.001061
12053	239217	0.015710
12053	16625	0.021629
12053	72029	0.013073
12053	20312	0.057465
12053	216233	0.043470
12053	231151	0.008152
12053	12700	0.041549
12053	319965	0.016587
12053	215051	0.033339
12053	269328	0.010425
12053	19267	0.024072
12053	12577	0.011261
12053	210126	0.072673
12053	69772	0.011582
12053	27057	0.005695
12053	77647	0.009396
12053	74614	0.010358
12053	228151	0.008516
12053	109652	0.040130
12053	29807	0.004630
12053	110213	0.052614
12053	58178	0.019661
12053	20620	0.016251
12053	225467	0.022677
12053	103135	0.008473
12053	110893	0.008406
12053	15974	0.006059
12053	69608	0.008452
12053	15965	0.010774
12053	68344	0.004535
12053	245847	0.042907
12053	68675	0.014538
12053	224897	0.011142
12053	109660	0.012869
12053	27218	0.006446
12053	225283	0.014121
12053	229900	0.009133
12053	22074	0.005937
12053	18413	0.009880
12053	21856	0.051677
12053	107527	0.000382
12053	208198	0.031236
12053	67089	0.025112
12053	233168	0.001866
12053	214597	0.083415
12053	100039550	0.016105
12053	226255	0.081906
12053	20630	0.027973
12053	214855	0.005533
12053	56744	0.001003
12053	22687	0.030832
12053	623186	0.004796
12053	11745	0.097987
12053	79455	0.004625
12053	24014	0.007637
12053	15461	0.007318
12053	30046	0.003757
12053	209039	0.008105
12053	102626	0.022911
12053	56722	0.039112
12053	18642	0.051468
12053	11984	0.045126
12053	100041546	0.007007
12053	12053	1.000000
12053	67896	0.008688
20846	103733	0.072983
20846	110135	0.009663
20846	16174	0.019818
20846	67537	0.023105
20846	106025	0.019106
20846	641368	0.023252
20846	12928	0.015850
20846	72148	0.013180
20846	15957	0.346064
20846	242093	0.024573
20846	338368	0.054990
20846	11889	0.000967
20846	20615	0.007410
20846	14230	0.009374
20846	239405	0.021157
