0	0	3668	0.5880490241393704
1	3668	11862	0.6196691804519077
2	11862	12026	0.45871194925607495
3	12026	21080	0.6628487178710235
4	21080	33031	0.6942232349785595
5	33031	44560	0.6927079732870216
6	44560	45004	0.6496104069405176
7	45004	46807	0.6665516321334403
8	46807	60936	0.6631650535029698
9	60936	61367	0.5824055131446373
10	61367	61960	0.6316076600582845
11	61960	66014	0.6205451913537685
12	66014	66399	0.6311308604465731
13	66399	66572	0.6719549809223867
14	66572	66644	0.6447921554898328
15	66644	76529	0.7289301833358921
16	76529	76925	0.5953757004000919
17	76925	77151	0.6064537916247994
final AUPRC	0.6546769737604906
