12053	16175	0.565939
12053	50498	0.553119
12053	68153	0.524124
12053	233549	0.175069
12053	108800	0.470157
12053	100042922	0.015911
12053	12640	0.100945
12053	18972	0.306376
12053	224273	0.495214
12053	67178	0.457759
12053	13713	0.490456
12053	226866	0.435992
12053	238690	0.252298
12053	68310	0.460108
12053	78903	0.420562
12053	21789	0.121213
12053	11461	0.544841
12053	13427	0.563596
12053	71147	0.193339
12053	232156	0.527991
12053	16859	0.538482
12053	22330	0.547559
12053	69288	0.258140
12053	17341	0.059166
12053	65221	0.580172
12053	13629	0.549967
12053	12475	0.579127
12053	108011	0.535538
12053	259106	0.014491
12053	216177	0.328778
12053	19261	0.568276
12053	434197	0.368395
12053	18792	0.369328
12053	66705	0.091634
12053	207839	0.451889
12053	22704	0.256297
12053	381544	0.201643
12053	668039	0.512743
12053	83430	0.279011
12053	50880	0.488438
12053	67338	0.502985
12053	242083	0.472391
12053	71983	0.554066
12053	195522	0.257222
12053	13710	0.036456
12053	231885	0.038023
12053	75608	0.572865
12053	19023	0.461662
12053	14225	0.550160
12053	73205	0.555319
12053	231863	0.574398
12053	76132	0.407947
12053	258750	0.003272
12053	105522	0.464532
12053	51902	0.401891
12053	433386	0.015518
12053	239217	0.333914
12053	16625	0.091930
12053	72029	0.516801
12053	20312	0.471825
12053	216233	0.557784
12053	231151	0.145987
12053	12700	0.487710
12053	319965	0.392686
12053	215051	0.430338
12053	269328	0.061217
12053	19267	0.528400
12053	12577	0.082055
12053	210126	0.570272
12053	69772	0.208204
12053	27057	0.502361
12053	77647	0.411987
12053	74614	0.158719
12053	228151	0.133560
12053	109652	0.231762
12053	29807	0.508249
12053	110213	0.552065
12053	58178	0.507048
12053	20620	0.561921
12053	225467	0.487036
12053	103135	0.412485
12053	110893	0.388553
12053	15974	0.024028
12053	69608	0.496440
12053	15965	0.022518
12053	68344	0.003037
12053	245847	0.549925
12053	68675	0.551604
12053	224897	0.480819
12053	109660	0.327264
12053	27218	0.317102
12053	225283	0.455200
12053	229900	0.536211
12053	22074	0.085878
12053	18413	0.367312
12053	21856	0.501037
12053	107527	0.403140
12053	208198	0.427653
12053	67089	0.541035
12053	233168	0.462210
12053	214597	0.531378
12053	100039550	0.267076
12053	226255	0.566405
12053	20630	0.526496
12053	214855	0.420495
12053	56744	0.450831
12053	22687	0.397555
12053	623186	0.027552
12053	11745	0.577585
12053	79455	0.100195
12053	24014	0.426370
12053	15461	0.364108
12053	30046	0.538341
12053	209039	0.273231
12053	102626	0.530324
12053	56722	0.564807
12053	18642	0.264934
12053	11984	0.548843
12053	100041546	0.333385
12053	12053	1.000000
12053	67896	0.446482
20846	103733	0.508364
20846	110135	0.064072
20846	16174	0.282195
20846	67537	0.328967
20846	106025	0.730266
20846	641368	0.034150
20846	12928	0.828665
20846	72148	0.254309
20846	15957	0.760759
20846	242093	0.031747
20846	338368	0.407372
20846	11889	0.026193
20846	20615	0.816995
20846	14230	0.261279
20846	239405	0.491469
20846	19184	0.881859
20846	72162	0.793068
20846	14780	0.063846
20846	23845	0.579676
20846	22032	0.371981
20846	233204	0.800526
20846	208982	0.611449
20846	64658	0.709278
20846	216344	0.839746
20846	54651	0.064339
20846	72281	0.431069
20846	11863	0.872929
20846	103554	0.901563
20846	12531	0.356895
20846	106338	0.550376
20846	17907	0.381325
20846	380969	0.176514
20846	94064	0.832566
20846	100039227	0.098052
20846	66885	0.694705
20846	217682	0.177537
20846	17972	0.748870
20846	14681	0.395282
20846	240023	0.624996
20846	100041688	0.007581
20846	27054	0.840687
20846	319887	0.452434
20846	22019	0.886320
20846	81016	0.024233
20846	74187	0.402032
20846	71156	0.052639
20846	16646	0.848664
20846	74437	0.004553
20846	11546	0.796468
20846	195564	0.205156
20846	328660	0.335015
20846	11595	0.292745
20846	74490	0.060428
20846	75477	0.219413
20846	360198	0.495632
20846	20585	0.823301
20846	13040	0.922348
20846	328829	0.164898
20846	81004	0.661867
20846	56460	0.646775
20846	76467	0.447845
20846	105892	0.252006
20846	15081	0.923905
20846	71520	0.234602
20846	330657	0.334306
20846	170720	0.451394
20846	435653	0.256186
20846	330323	0.435208
20846	57896	0.859576
20846	667256	0.235257
20846	16319	0.677919
20846	53319	0.905643
20846	69780	0.859151
20846	257959	0.007312
20846	268749	0.869861
20846	18332	0.051615
20846	67149	0.431482
20846	23855	0.004965
20846	239647	0.518779
20846	78748	0.003727
20846	11764	0.846274
20846	217705	0.308290
20846	211798	0.179370
20846	12209	0.020860
20846	212712	0.595127
20846	70495	0.897582
20846	56807	0.585231
20846	21818	0.168430
20846	434778	0.005450
20846	13479	0.382527
20846	268373	0.923575
20846	18188	0.052063
20846	66078	0.706675
20846	76072	0.049411
20846	238803	0.278577
20846	667094	0.036737
20846	223927	0.668280
20846	387345	0.008403
20846	21885	0.462724
20846	69391	0.010668
20846	17189	0.016738
20846	13447	0.645980
20846	226422	0.736076
20846	258997	0.015574
20846	66603	0.757170
20846	74007	0.368685
20846	210029	0.685816
20846	75429	0.029003
20846	56693	0.671731
20846	70804	0.659015
20846	19687	0.845772
20846	52184	0.452052
20846	399603	0.121288
20846	233836	0.390178
20846	234734	0.742038
20846	15473	0.586030
20846	72017	0.623519
20846	19894	0.123000
20846	108098	0.856446
20846	381819	0.034008
20846	23955	0.675616
20846	19228	0.247258
20846	56503	0.691855
20846	16949	0.512130
20846	74734	0.495734
20846	22370	0.072106
20846	15258	0.905197
20846	18646	0.059517
20846	69053	0.845352
20846	16526	0.742284
20846	64010	0.818762
20846	71103	0.253036
20846	103135	0.583939
20846	66913	0.892701
20846	103284	0.444806
20846	258218	0.012505
20846	72198	0.855301
20846	71514	0.880738
20846	15502	0.920266
20846	319481	0.737640
20846	106628	0.575090
20846	69743	0.439085
20846	215194	0.791683
20846	70862	0.645698
20846	18632	0.523403
20846	20224	0.817168
20846	56322	0.735600
20846	20941	0.012915
20846	13137	0.360234
20846	17536	0.315068
20846	17156	0.854740
20846	432870	0.216348
20846	14069	0.869577
20846	76943	0.005665
20846	227721	0.191202
20846	67211	0.724890
20846	15975	0.754860
20846	217364	0.246803
20846	52231	0.551603
20846	258347	0.010187
20846	30938	0.432731
20846	12919	0.127094
20846	545812	0.535330
20846	94353	0.574052
20846	14528	0.848957
20846	11426	0.923786
20846	56705	0.842408
20846	245880	0.154204
20846	71995	0.012026
20846	234788	0.320960
20846	21894	0.903807
20846	56407	0.884514
20846	20742	0.850286
20846	353169	0.727470
20846	72774	0.321492
20846	68145	0.555046
20846	228071	0.640677
20846	18352	0.056126
20846	212898	0.718981
20846	74315	0.663714
20846	68725	0.059593
20846	55936	0.756708
20846	20683	0.851195
20846	20389	0.130423
20846	13821	0.298636
20846	66674	0.730383
20846	12366	0.500846
20846	258526	0.017949
20846	70544	0.693660
20846	233164	0.110196
20846	22027	0.922411
20846	269523	0.923766
20846	12144	0.864482
20846	64657	0.632248
20846	21423	0.644519
20846	13483	0.693118
20846	110119	0.442400
20846	12795	0.346981
20846	140497	0.708110
20846	100039045	0.060494
20846	21357	0.601926
20846	215821	0.385288
20846	71472	0.809479
20846	67063	0.139804
20846	233912	0.491765
20846	258441	0.010046
20846	81897	0.332304
20846	54151	0.591629
20846	13135	0.894133
20846	29877	0.371393
20846	223752	0.744486
20846	100312473	0.020525
20846	26398	0.831096
20846	83491	0.050313
20846	233276	0.647349
20846	14623	0.005791
20846	75641	0.053867
20846	67369	0.862385
20846	15547	0.781678
20846	16069	0.194968
20846	77300	0.791480
20846	228576	0.145461
20846	232984	0.486188
20846	22348	0.016527
20846	271424	0.133486
20846	192160	0.715176
20846	76932	0.377596
20846	625716	0.095077
20846	71238	0.688721
20846	258594	0.007850
20846	234384	0.570565
20846	18205	0.211479
20846	80876	0.907505
20846	218613	0.725685
20846	52915	0.797337
20846	14104	0.673802
20846	74307	0.619778
20846	245671	0.220360
20846	64451	0.510781
20846	213527	0.233681
20846	14548	0.879975
20846	408059	0.262500
20846	70207	0.392724
20846	68035	0.793254
20846	105847	0.671320
20846	544817	0.382397
20846	545874	0.154247
20846	170936	0.360219
20846	60344	0.262092
20846	234353	0.820223
20846	107515	0.665943
20846	80297	0.754628
20846	100503991	0.463814
20846	72240	0.016135
20846	72136	0.267653
20846	105734	0.172405
20846	241275	0.054742
20846	26562	0.470410
20846	26921	0.853523
20846	58864	0.567658
20846	244562	0.172035
20846	56631	0.155519
20846	433107	0.003313
20846	70615	0.325413
20846	56421	0.882228
20846	68147	0.450562
20846	268935	0.440442
20846	15039	0.915640
20846	75739	0.787775
20846	16898	0.923527
20846	72315	0.716685
20846	57905	0.842113
20846	230259	0.604014
20846	20430	0.903280
20846	15403	0.047391
20846	73940	0.021604
20846	101869	0.593436
20846	108686	0.922061
20846	17389	0.567136
20846	12380	0.895211
20846	12352	0.342620
20846	230579	0.243085
20846	13682	0.859078
20846	70292	0.361916
20846	50876	0.132426
20846	21453	0.840281
20846	263876	0.357981
20846	258263	0.020389
20846	76594	0.507499
20846	21677	0.773031
20846	67019	0.580144
20846	19116	0.161522
20846	14791	0.857752
20846	170938	0.615573
20846	71206	0.544791
20846	75396	0.034421
20846	66048	0.800206
20846	277345	0.026322
20846	27176	0.922714
20846	11287	0.710802
20846	71660	0.258726
20846	66251	0.772478
20846	67307	0.220790
20846	70065	0.073259
20846	94092	0.261708
20846	211712	0.772551
20846	193286	0.051943
20846	319172	0.668392
20846	666528	0.176206
20846	109676	0.624479
20846	67620	0.287490
20846	667780	0.025107
20846	231887	0.891050
20846	22784	0.035321
20846	20499	0.358414
20846	106512	0.715325
20846	22598	0.036808
20846	18013	0.012306
20846	18220	0.836589
20846	406223	0.015712
20846	22201	0.879447
20846	100929	0.866333
20846	68952	0.227283
20846	66180	0.087994
20846	71902	0.831408
20846	23928	0.395479
20846	70617	0.770304
20846	258098	0.008744
20846	74203	0.838561
20846	69481	0.007723
20846	66526	0.707761
20846	13875	0.234000
20846	104418	0.722809
20846	319929	0.040381
20846	107035	0.736159
20846	434935	0.001316
20846	268515	0.870001
20846	624245	0.096795
20846	13831	0.864112
20846	192656	0.827172
20846	231093	0.918288
20846	78541	0.636591
20846	12177	0.910341
20846	239337	0.503027
20846	218311	0.295995
20846	54132	0.676368
20846	12972	0.250616
20846	271786	0.728431
20846	171285	0.822509
20846	19112	0.036083
20846	83815	0.579739
20846	58212	0.364455
20846	50778	0.880574
20846	259044	0.014489
20846	14425	0.358470
20846	68416	0.007312
20846	68441	0.598796
20846	23966	0.631575
20846	18175	0.230841
20846	208518	0.527870
20846	21843	0.737006
20846	27371	0.055917
20846	66775	0.658846
20846	66561	0.019381
20846	14544	0.691906
20846	73603	0.091962
20846	629016	0.378692
20846	13386	0.024971
20846	59050	0.914221
20846	234214	0.214113
20846	66302	0.669632
20846	13404	0.427451
20846	70356	0.916876
20846	69314	0.003385
20846	17248	0.836465
20846	108841	0.584084
20846	18971	0.522318
20846	93966	0.338523
20846	19735	0.717373
20846	258306	0.015844
20846	22658	0.176946
20846	11808	0.015913
20846	66861	0.816197
