0	0	86	0.6846845456933149
1	86	3052	0.629702744089369
2	3052	6782	0.5685717594642159
3	6782	21154	0.5514362311110305
4	21154	21524	0.6700036302705983
5	21524	21682	0.6188719760115231
6	21682	22556	0.6220656946459879
7	22556	26862	0.751778466340761
8	26862	27332	0.6797975214527965
9	27332	27772	0.5227031365461051
10	27772	30158	0.6199562536839908
11	30158	30160	0.25
12	30160	30170	0.40678571428571425
13	30170	30176	0.6555555555555556
14	30176	50774	0.7167243429342584
15	50774	56192	0.4797369311295644
16	56192	72488	0.7027850556867541
17	72488	72564	0.7092940937495269
18	72564	78498	0.6029956150395476
19	78498	78694	0.6570065811743905
20	78694	78766	0.666078364857831
21	78766	102622	0.7432478810823288
22	102622	102760	0.5397724224882783
23	102760	102780	0.6596694971694972
24	102780	104976	0.7499847693159377
25	104976	112112	0.6288395233399509
26	112112	129242	0.6522360823194318
27	129242	131206	0.5924191944965497
28	131206	135216	0.6910349737383069
29	135216	138664	0.5454541234530162
30	138664	158470	0.6834695609718495
31	158470	159914	0.598257482387482
32	159914	160270	0.7179247734092467
33	160270	160272	1.0
34	160272	161242	0.5573781084149809
35	161242	161272	0.7779392710545961
final AUPRC	0.62935272627361
