taf1,slc4a2,10.639116287231445
taf1,gnb2l1,9.5643310546875
taf1,wrap73,8.145217895507812
taf1,fat3,8.107718467712402
taf1,spata20,8.018526077270508
taf1,zbtb8b,7.41876220703125
taf1,hsdl1,7.081596374511719
taf1,lrrfip1,6.99294376373291
taf1,wdr13,6.29042911529541
taf1,mpp2,6.090322494506836
taf1,c4orf52,5.847892761230469
taf1,nap1l5,5.749371528625488
taf1,mlf1ip,5.709968090057373
taf1,pusl1,5.700258255004883
taf1,nat6,5.598867416381836
taf1,kiaa0528,5.573405742645264
taf1,trappc1,5.572571754455566
taf1,ngfrap1,5.548391342163086
taf1,apob,5.378514289855957
taf1,ncam1,5.3048906326293945
taf1,fam86a,5.196598052978516
taf1,c16orf88,5.168643951416016
taf1,znf285,5.076786041259766
taf1,c6orf130,4.962427139282227
taf1,spg21,4.960476398468018
taf1,pcbd1,4.956189155578613
taf1,mllt6,4.93104362487793
taf1,ecscr,4.923702716827393
taf1,ankh,4.907027244567871
taf1,ddt,4.8220062255859375
taf1,slc41a2,4.639934062957764
taf1,has2,4.529445648193359
taf1,ddit4l,4.481550216674805
taf1,pnmal1,4.427606582641602
taf1,bmp4,4.412616729736328
taf1,tnfaip2,4.358036041259766
taf1,top2a,4.31640625
taf1,mok,4.231591701507568
taf1,arhgef35,4.2301836013793945
taf1,tbcd,4.208538055419922
taf1,cgb5,4.20086669921875
taf1,rcan1,4.077351093292236
taf1,galm,3.949007034301758
taf1,oxtr,3.827406883239746
taf1,c16orf54,3.8223507404327393
taf1,mecom,3.717871904373169
taf1,pde1c,3.666132926940918
taf1,c16orf42,3.6574079990386963
taf1,plat,3.6298458576202393
taf1,dnah17,3.5482704639434814
taf1,adcy3,3.51361083984375
taf1,gabra2,3.465209484100342
taf1,hla-dra,3.4551875591278076
taf1,kcnh5,3.3964595794677734
taf1,ckap2l,3.348533868789673
taf1,six2,3.322374105453491
taf1,fam115a,3.320248603820801
taf1,ghr,3.3179244995117188
taf1,sema4d,3.3012099266052246
taf1,c1orf86,3.287355899810791
taf1,csnk2a2,3.264709234237671
taf1,alox15,3.250392436981201
taf1,prkaca,3.2423901557922363
taf1,col2a1,3.2344131469726562
taf1,eomes,3.2001423835754395
taf1,dhcr7,3.0957822799682617
taf1,pou2f3,3.085601329803467
taf1,efha2,3.0022315979003906
taf1,abr,2.923769235610962
taf1,hey2,2.7854855060577393
taf1,arap3,2.7850046157836914
taf1,jph4,2.7833728790283203
taf1,traf3ip1,2.7465639114379883
taf1,stx2,2.604658365249634
taf1,smap2,2.5820140838623047
taf1,capn3,2.5535988807678223
taf1,mycbp,2.545391082763672
taf1,c5orf62,2.5418577194213867
taf1,aim2,2.532741069793701
