0	0	10831	0.791925688531365
1	10831	28543	0.8835540834419
2	28543	28551	0.125
3	28551	31217	0.7196216081148615
4	31217	34118	0.6751093658208283
5	34118	49395	0.7222756042922887
6	49395	50731	0.75167012906103
7	50731	66206	0.8699762313989401
8	66206	74712	0.8017467429249259
9	74712	92732	0.857298997627485
10	92732	93360	0.6494279686802709
11	93360	98295	0.5104489574693482
12	98295	114422	0.8689391601652857
13	114422	114480	0.7063020214030916
14	114480	119992	0.7179391576761874
15	119992	135419	0.7679625208569854
16	135419	138042	0.6920379969674983
17	138042	150541	0.737837814309731
final AUROC	0.7865665825873899
