0	0	7238	0.6908637277055975
1	7238	25699	0.7971983498679348
2	25699	25785	0.6884802595997837
3	25785	28924	0.6897742185393677
4	28924	35001	0.5404844431731411
5	35001	51297	0.710337442944746
6	51297	66504	0.7582182410520927
7	66504	70421	0.6388572263245893
8	70421	72429	0.6554276348425859
9	72429	87094	0.6573644156993486
10	87094	91126	0.758452067349198
11	91126	91206	0.65625
12	91206	91590	0.7216796875
13	91590	95200	0.7045449521002211
14	95200	101363	0.7490579971329706
15	101363	101559	0.8234069137859225
16	101559	101755	0.7865472719700125
17	101755	120028	0.8031066858171896
18	120028	120202	0.7228167525432686
19	120202	121276	0.6368421965217693
20	121276	121354	0.7935568704799474
21	121354	122878	0.6927529068115235
22	122878	127188	0.8234322344322345
23	127188	127549	0.8162676488643339
24	127549	147953	0.8901166976933775
25	147953	147955	1.0
26	147955	148458	0.6960790513833992
27	148458	148598	0.7175510204081632
28	148598	149622	0.7057259479667353
29	149622	150107	0.6405978981736558
30	150107	150137	0.6311111111111112
31	150137	150185	0.7118055555555556
32	150185	150205	0.66
33	150205	152702	0.6924931916127857
34	152702	152704	1.0
35	152704	154911	0.8220772223098354
36	154911	154923	0.6111111111111112
37	154923	154931	0.3125
final AUROC	0.735681157126776
